Epoch,D Loss,G Loss
1,0.4692714214324951,0.7548884749412537
2,0.33389735221862793,1.6480528116226196
3,0.4356379806995392,0.9764894247055054
4,0.3464089632034302,1.6894400119781494
5,0.5270025134086609,1.9943732023239136
